Distrito,Latitud,Longitud,Indice_Seguridad,Proximidad_Vias_Principales_km,Area_Total_m2,Area_Techada_m2,Habitaciones,Banos,Antiguedad_Anios,Estacionamientos,Viabilidad_Pozo_Agua,Potencial_Energia_Solar,Zonificacion,Estado_Independizacion,Modalidad_Compra,Precio_Publicado_USD,Precio_M2_Referencial_Zona
Punta Negra,-11.945802786740773,-76.99975822127095,7,3.84,222,188.42,5,3,16,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,235928.42,1200
Lurigancho-Chosica,-12.176373281050022,-77.07524578692762,6,2.72,69,60.31,1,1,23,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,43403.05,800
Rímac,-12.04541849343558,-77.03989655664388,4,4.54,82,62.27,1,1,9,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,54794.39,1000
Breña,-12.075109191825648,-76.9199808602894,5,2.21,214,153.8,4,2,33,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,138829.58,1300
Chorrillos,-12.007080111980507,-77.05240135480818,5,1.44,145,117.35,3,2,18,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,127832.25,1400
San Martín de Porres,-12.094132987230115,-77.08017783665449,4,1.5,71,54.9,1,1,13,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,40814.63,950
Comas,-11.92335981018902,-77.23047350459831,4,0.3,56,51.78,1,1,14,0,0,0,Residencial Media Densidad,1,Contado,40257.29,900
Cieneguilla,-11.759779133948182,-76.84157023359965,7,1.56,200,0.0,0,0,0,2,0,1,Alquiler Vacacional,1,Cuotas sin intereses,85484.05,350
Los Olivos,-12.239908276669226,-77.20319552968596,5,3.38,178,135.55,3,2,7,2,0,0,Residencial Media Densidad,0,Crédito Hipotecario,144855.64,1100
Los Olivos,-11.972033387059277,-77.0221698333751,5,1.3,132,126.18,3,2,18,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,109494.52,1100
San Juan de Miraflores,-12.003593406494012,-76.99965072970373,4,0.32,202,175.98,5,3,30,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,126679.6,1000
San Juan de Lurigancho,-11.763088550335222,-76.79174039471091,3,1.93,247,232.36,6,4,7,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,165267.84,900
Cieneguilla,-11.998849603556058,-76.91297578852574,7,1.46,120,0.0,0,0,0,2,1,1,Alquiler Vacacional,1,Cuotas sin intereses,55874.03,350
Lurín,-11.96657407685756,-77.0780457253602,5,1.95,200,35.32,1,2,4,2,1,1,Residencial Baja Densidad,0,Contado,26805.02,500
Santa María del Mar,-11.969523960538904,-77.00741326850228,9,2.95,59,56.23,1,1,12,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,120260.8,2000
Barranco,-12.040733441302182,-77.00617605297917,8,1.98,82,73.14,2,1,2,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,209537.38,2500
Carabayllo,-12.036512225164186,-77.05593612700807,4,2.45,120,0.0,0,0,0,1,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,106998.51,800
La Molina,-12.086023633722705,-76.82815322334702,9,0.6,185,178.06,5,3,5,0,0,0,Residencial Alta Densidad,1,Contado,420394.34,1900
San Isidro,-12.03700228784615,-77.08021436225407,9,2.92,262,231.21,6,4,15,1,0,1,Residencial Alta Densidad,1,Crédito Hipotecario,636902.11,2600
Lince,-12.194926070043113,-77.12525811778127,7,1.79,60,57.93,1,1,22,1,0,0,Residencial Media Densidad,1,Contado,98274.51,1800
San Juan de Lurigancho,-11.921241005060347,-76.70608860027185,3,3.27,97,96.26,2,1,18,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,60603.81,900
Pachacámac,-11.99181482619549,-76.9986397295143,6,1.66,200,0.0,0,0,0,3,1,1,Alquiler Vacacional,0,Crédito Hipotecario,84465.82,400
San Bartolo,-12.0921068877241,-77.00651258417203,7,0.79,123,122.68,3,2,12,0,0,0,Residencial Media Densidad,1,Contado,170275.93,1400
Pachacámac,-12.087208952242934,-77.17084247032251,6,0.79,500,0.0,0,0,0,2,0,1,Residencial Baja Densidad,0,Cuotas sin intereses,212512.98,400
Villa María del Triunfo,-11.969677763736724,-77.18184073473886,3,4.29,167,118.34,3,2,21,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,67329.71,850
Barranco,-12.078492531460176,-77.10730044813033,8,1.45,247,202.55,5,3,26,2,0,1,Residencial Alta Densidad,1,Contado,459063.12,2500
El Agustino,-12.017210917081306,-77.16767235208113,3,3.94,114,80.11,2,1,5,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,62854.97,850
Villa El Salvador,-12.052383595294732,-77.03234795006539,4,4.11,120,0.0,0,0,0,2,1,1,Residencial Baja Densidad,1,Cuotas sin intereses,95936.38,800
Miraflores,-12.066957857206557,-76.96209415990606,9,1.02,74,52.69,1,1,29,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,113476.3,2400
Lince,-12.031090386264145,-77.07893346385279,7,4.71,245,191.74,5,3,39,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,249614.43,1800
Jesús María,-11.982740306712683,-76.83100480349769,8,2.83,295,288.39,8,5,38,0,0,0,Residencial Media Densidad,1,Contado,381452.39,1700
Ate,-11.998405211012008,-76.9231042883616,4,0.87,137,107.41,3,2,17,1,0,1,Residencial Media Densidad,1,Contado,100322.02,1100
Surquillo,-12.127894499325796,-76.87273670552001,6,1.83,288,261.56,7,4,2,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,434154.58,1500
Pueblo Libre,-12.269087716089345,-77.14310324799241,8,0.57,120,119.58,3,2,0,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,238787.88,1600
San Martín de Porres,-12.030764206621821,-76.95937508737427,4,1.42,287,201.28,5,3,9,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,178351.08,950
San Borja,-11.869947281274351,-77.09516196302685,9,2.52,253,201.84,5,3,18,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,430470.65,2100
San Borja,-12.356978740805976,-77.07013288177708,9,1.62,295,208.21,5,3,28,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,455560.16,2100
San Martín de Porres,-12.085501246470573,-77.13054025249609,4,0.71,73,65.59,1,1,23,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,49084.94,950
Lurín,-12.087301442693322,-77.17333910025714,5,0.89,200,0.0,0,0,0,3,1,1,Residencial Baja Densidad,1,Cuotas sin intereses,116461.51,500
Cieneguilla,-12.10403277575038,-77.02953900846857,7,0.65,120,0.0,0,0,0,1,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,55306.68,350
Punta Hermosa,-11.939689639679857,-76.81673009382452,8,3.57,54,53.99,1,1,38,0,0,0,Residencial Media Densidad,0,Crédito Hipotecario,83205.05,1800
Santiago de Surco,-12.088661364888246,-77.1397313139568,8,2.53,279,242.53,6,4,10,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,479241.41,1900
Chorrillos,-12.15750969238504,-77.10607890176999,5,0.5,230,206.64,5,3,39,1,0,0,Residencial Media Densidad,1,Contado,199214.11,1400
San Borja,-12.298412791893922,-77.15380512762573,9,1.13,108,81.6,2,1,1,2,0,0,Residencial Alta Densidad,1,Contado,220734.98,2100
Chorrillos,-12.043645559200053,-77.100412505794,5,1.27,145,141.87,4,2,27,1,0,0,Residencial Media Densidad,1,Contado,147949.21,1400
Barranco,-12.051938852334935,-77.07816298314506,8,4.25,288,209.01,5,3,30,2,0,0,Residencial Alta Densidad,1,Contado,437645.3,2500
Ancón,-12.012572606964058,-77.07541320094036,5,2.79,200,0.0,0,0,0,1,1,1,Alquiler Vacacional,0,Contado,117420.0,600
San Miguel,-12.12235869341041,-76.93541918475513,7,0.69,218,165.59,4,2,13,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,270616.72,1600
Puente Piedra,-11.960938331587732,-77.10677010344331,4,1.32,120,0.0,0,0,0,2,1,1,Residencial Baja Densidad,1,Cuotas sin intereses,102721.26,850
Santa Anita,-12.066973318370668,-76.92914760404118,5,2.18,139,122.61,3,2,0,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,136174.97,1050
Ancón,-11.961745770447473,-77.13045924285292,5,3.05,200,47.34,1,3,3,2,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,33697.06,600
Lima (Cercado),-11.961189405903577,-77.21217542435618,4,4.62,124,114.74,3,2,29,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,102103.12,1300
Santa Anita,-12.065039088407858,-77.01066954652102,5,2.28,50,39.39,1,1,24,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,33344.71,1050
La Molina,-11.939625206307198,-77.07229041124124,9,4.8,259,216.04,6,4,26,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,436824.73,1900
Santiago de Surco,-12.038970657557451,-77.18701464448566,8,0.46,110,109.35,3,2,26,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,208958.27,1900
Cieneguilla,-12.056512868043738,-77.02563467070918,7,0.97,120,0.0,0,0,0,1,1,1,Alquiler Vacacional,0,Crédito Hipotecario,56601.03,350
Carabayllo,-11.938552529031684,-76.99173784096246,4,3.67,120,0.0,0,0,0,3,1,1,Alquiler Vacacional,0,Contado,102457.55,800
Comas,-11.973069869769738,-77.13472668426306,4,3.49,192,179.11,5,3,18,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,133700.61,900
Ancón,-11.997803287686358,-76.98923811603525,5,1.91,120,0.0,0,0,0,1,1,0,Residencial Baja Densidad,0,Cuotas sin intereses,72989.23,600
San Miguel,-12.03055871824051,-77.1730044849792,7,4.95,283,264.65,7,4,0,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,449373.97,1600
San Martín de Porres,-12.047114325548243,-76.99921085421559,4,3.13,117,83.51,2,1,31,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,53726.83,950
Ate,-12.018189313196572,-77.13442072287933,4,3.66,234,223.51,6,4,24,1,0,0,Residencial Media Densidad,0,Crédito Hipotecario,187666.74,1100
Santiago de Surco,-12.134415069548037,-76.81257775991004,8,2.59,166,147.4,4,2,13,1,0,1,Residencial Alta Densidad,1,Crédito Hipotecario,309106.72,1900
Pucusana,-12.020981154642815,-77.0106552416978,5,1.17,130,117.62,3,2,26,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,64506.85,700
Comas,-12.183501196819261,-77.12037083996906,4,3.93,217,183.12,5,3,0,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,171872.56,900
San Luis,-12.013381158602526,-76.99296940355818,6,4.96,71,69.73,1,1,35,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,79735.48,1400
La Victoria,-12.095206908105954,-76.90475265160728,3,1.0,210,194.96,5,3,5,2,0,1,Residencial Media Densidad,1,Contado,194240.08,1200
Breña,-12.0918835929466,-76.90780322625722,5,3.31,190,175.4,5,3,28,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,174564.45,1300
San Borja,-12.092890696338612,-76.85812664769546,9,3.65,134,120.66,3,2,12,1,0,0,Residencial Alta Densidad,0,Contado,271953.18,2100
San Isidro,-12.016912737993914,-76.93177337995893,9,1.0,181,138.77,3,2,4,2,0,0,Residencial Alta Densidad,0,Contado,438576.37,2600
Santa María del Mar,-12.066628449904542,-76.85796490524959,9,2.09,53,51.2,1,1,11,2,0,0,Residencial Media Densidad,0,Crédito Hipotecario,110807.51,2000
Independencia,-12.107708186634245,-77.09642005471699,4,0.64,228,178.73,5,3,12,2,0,0,Residencial Media Densidad,1,Contado,144561.37,950
San Martín de Porres,-12.087198974789839,-77.05471119123372,4,2.4,203,154.54,4,2,31,0,0,0,Residencial Media Densidad,1,Contado,111708.87,950
Cieneguilla,-12.042112776699954,-77.15604503858201,7,3.71,120,0.0,0,0,0,1,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,55909.61,350
Barranco,-12.014822097816115,-76.86070688472026,8,4.79,268,252.24,7,4,26,0,0,0,Residencial Alta Densidad,1,Contado,610347.99,2500
La Victoria,-12.187179121250198,-77.25974161738512,3,0.96,172,156.24,4,2,12,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,162344.61,1200
La Molina,-12.00360682671585,-76.95196838968546,9,1.54,230,211.27,6,4,30,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,361520.09,1900
San Juan de Lurigancho,-11.970208992721938,-77.16108057355522,3,1.9,138,112.15,3,2,10,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,85813.02,900
San Luis,-12.093280163728066,-77.1793442530334,6,0.52,256,242.23,6,4,36,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,256142.52,1400
Lurín,-12.07093447620573,-77.03186207134918,5,0.99,120,0.0,0,0,0,1,0,1,Residencial Baja Densidad,1,Cuotas sin intereses,65415.16,500
Santa María del Mar,-11.920613155560487,-76.95350001230014,9,3.94,129,103.03,2,1,13,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,235680.38,2000
Lince,-12.125503142339449,-77.25078534013878,7,1.34,192,173.27,4,2,29,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,287894.08,1800
Ate,-12.093862987672635,-77.01884501888333,4,0.37,98,74.19,2,1,38,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,54354.5,1100
Santiago de Surco,-11.950349581699175,-77.02947011178813,8,2.34,279,222.96,6,4,36,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,336243.48,1900
Los Olivos,-12.135250007945075,-76.88001960206466,5,3.87,68,48.25,1,1,38,1,0,0,Residencial Media Densidad,1,Contado,40203.28,1100
San Luis,-12.148426082453268,-77.02538603623947,6,2.58,69,58.59,1,1,23,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,69190.26,1400
Villa El Salvador,-12.07280905650077,-77.07029438369403,4,4.65,120,0.0,0,0,0,1,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,105209.89,800
Lince,-12.128932226625498,-77.09229738306139,7,0.44,284,199.08,5,3,21,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,343184.1,1800
Santa María del Mar,-12.023442621302173,-76.91852576989088,9,1.7,223,186.79,5,3,36,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,342720.2,2000
Ate,-12.132155439634598,-77.16536285418725,4,3.37,267,257.26,7,4,33,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,198025.41,1100
Ate,-12.117312304429891,-77.05332327381582,4,1.76,174,139.88,3,2,30,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,108593.55,1100
Punta Hermosa,-12.06987222127444,-77.09658149487122,8,0.3,51,43.04,1,1,23,2,0,0,Residencial Media Densidad,1,Contado,73008.26,1800
La Molina,-11.968342276025867,-77.13063432565652,9,1.07,107,95.61,2,1,30,0,0,0,Residencial Alta Densidad,1,Contado,180624.16,1900
San Isidro,-12.150292948860614,-77.15584113413477,9,1.51,62,51.32,1,1,37,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,129153.48,2600
San Luis,-12.173988462401297,-77.0317817952193,6,2.78,91,88.55,2,1,24,1,0,0,Residencial Media Densidad,1,Contado,102553.06,1400
Santa Rosa,-12.084560971627225,-77.07663122698614,5,2.59,1000,0.0,0,0,0,2,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,643406.52,600
Barranco,-12.285177943724099,-76.87218782961463,8,2.49,270,204.15,5,3,5,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,598495.27,2500
Cieneguilla,-12.101727161572539,-77.01487063142162,7,4.58,120,0.0,0,0,0,2,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,59128.78,350
Pucusana,-12.000619002959782,-77.15162442088834,5,0.73,181,154.68,4,2,9,0,0,0,Residencial Media Densidad,1,Contado,104979.84,700
La Victoria,-12.010892608950424,-76.99121382346964,3,2.12,182,134.75,3,2,38,1,0,0,Residencial Media Densidad,1,Contado,89463.46,1200
Punta Negra,-11.987979222435255,-76.93048725960132,7,2.34,241,207.64,5,3,19,0,0,0,Residencial Media Densidad,1,Contado,251405.78,1200
San Bartolo,-11.909633451720975,-77.0092691490534,7,1.13,70,68.51,1,1,18,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,84910.79,1400
Santa Rosa,-12.016025241179307,-76.97837789750885,5,4.45,200,34.64,2,3,7,1,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,25047.5,600
Santa Rosa,-12.157845186905043,-77.02556738688743,5,0.78,120,0.0,0,0,0,1,1,1,Residencial Baja Densidad,0,Contado,86031.66,600
Ancón,-12.163789716225422,-76.97081108048187,5,2.84,1000,0.0,0,0,0,1,1,1,Alquiler Vacacional,1,Cuotas sin intereses,643256.03,600
Los Olivos,-12.259682542530756,-77.03019689432456,5,4.01,240,170.12,4,2,38,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,118532.29,1100
Surquillo,-12.22314165231574,-76.94324763002837,6,4.27,229,193.34,5,3,23,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,257433.45,1500
San Borja,-11.957461899478476,-77.03668213948148,9,2.74,70,63.48,1,1,8,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,147012.81,2100
La Molina,-11.986160064236044,-77.13211002930319,9,3.65,139,123.14,3,2,30,0,0,0,Residencial Alta Densidad,1,Contado,235246.86,1900
Miraflores,-11.933518833697422,-77.02009464455827,9,0.68,238,201.18,5,3,33,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,496282.98,2400
Lurín,-12.111279431983133,-76.92674264796646,5,1.53,500,0.0,0,0,0,2,1,1,Alquiler Vacacional,0,Cuotas sin intereses,272205.36,500
Lurín,-11.970971361341046,-77.16456324033135,5,2.81,120,0.0,0,0,0,2,1,1,Alquiler Vacacional,0,Cuotas sin intereses,63294.7,500
Puente Piedra,-12.01217059484234,-77.16187088275068,4,4.74,120,34.46,1,3,9,1,0,1,Alquiler Vacacional,0,Cuotas sin intereses,26890.49,850
Pachacámac,-11.885496878455102,-77.01041186795534,6,2.89,120,18.32,3,1,14,3,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,14432.2,400
San Isidro,-12.047557055790495,-77.12324233356645,9,1.26,154,142.01,4,2,36,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,370160.78,2600
Los Olivos,-12.190556052982583,-77.21607570647943,5,3.41,90,78.04,2,1,2,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,79520.15,1100
Pucusana,-11.78997385320199,-77.12615009876346,5,0.14,278,267.82,7,4,20,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,143863.25,700
San Juan de Lurigancho,-12.028691923692714,-76.98327134007386,3,4.07,280,238.64,6,4,15,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,155192.1,900
El Agustino,-12.190066511001925,-77.00741516091945,3,4.64,232,216.81,6,4,7,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,164051.13,850
El Agustino,-12.050888600919752,-76.92693818550364,3,1.59,252,185.99,5,3,9,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,125735.56,850
San Miguel,-12.059043256986111,-76.90858552185134,7,0.19,53,42.26,1,1,23,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,58677.85,1600
Cieneguilla,-11.97230146450281,-76.88509360770279,7,1.89,200,0.0,0,0,0,1,1,1,Alquiler Vacacional,1,Cuotas sin intereses,78216.05,350
Magdalena del Mar,-12.278157169205004,-76.95686298967027,8,0.46,133,118.13,3,2,20,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,200437.56,1800
San Juan de Lurigancho,-11.921117668586175,-77.1734868108856,3,2.3,282,280.61,8,5,30,2,0,1,Residencial Media Densidad,0,Contado,159591.57,900
La Victoria,-12.026097616432354,-77.18977976554402,3,3.53,159,125.48,3,2,13,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,113807.3,1200
Rímac,-11.975950545073843,-76.9388382577979,4,3.91,90,72.21,2,1,34,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,47174.7,1000
Pueblo Libre,-12.161254744540825,-77.04098116964535,8,3.09,264,220.88,6,4,36,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,322046.09,1600
Lima (Cercado),-12.249996435973255,-76.90949705446498,4,2.81,64,52.24,1,1,37,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,51001.52,1300
Pachacámac,-12.141234178366611,-77.11704785435309,6,1.2,200,0.0,0,0,0,1,1,1,Alquiler Vacacional,0,Cuotas sin intereses,97938.22,400
San Borja,-12.130076435416033,-77.00785342920749,9,2.65,220,174.57,4,2,39,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,342206.96,2100
Breña,-12.058516965670815,-77.1743927229372,5,2.9,76,59.39,1,1,3,0,0,1,Residencial Media Densidad,0,Contado,85768.32,1300
La Molina,-12.151916176697354,-77.28089131132522,9,3.12,140,104.45,2,1,15,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,202802.71,1900
Pucusana,-12.26435837914268,-76.91038754536031,5,0.65,141,116.78,3,2,17,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,71196.52,700
Cieneguilla,-11.861906452587908,-76.92564163023256,7,3.24,500,0.0,0,0,0,3,1,1,Alquiler Vacacional,0,Cuotas sin intereses,202097.16,350
Lurigancho-Chosica,-11.98318569638967,-77.04815290537027,6,3.23,197,142.69,4,2,28,1,0,0,Residencial Media Densidad,1,Contado,102204.56,800
Jesús María,-12.121672296741535,-76.85328166117762,8,4.75,281,279.18,7,4,7,0,0,1,Residencial Media Densidad,1,Contado,490221.94,1700
San Isidro,-12.273767156429134,-76.96281970790663,9,3.1,233,192.84,5,3,32,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,499076.3,2600
La Victoria,-12.098555721222834,-76.96474094517558,3,4.22,232,184.62,5,3,30,1,0,0,Residencial Media Densidad,1,Contado,149486.14,1200
San Luis,-11.92162479494989,-76.96105318413204,6,2.95,283,221.94,6,4,5,2,0,0,Residencial Media Densidad,1,Contado,337986.74,1400
Lurigancho-Chosica,-11.940191235396012,-76.96368155460323,6,1.46,153,116.27,3,2,1,2,0,1,Residencial Media Densidad,1,Contado,91011.29,800
San Luis,-12.016160128778223,-77.0635304986615,6,0.45,87,79.55,2,1,32,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,92008.63,1400
Independencia,-12.065239586938059,-77.21735409099938,4,4.2,254,230.3,6,4,31,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,142466.37,950
Surquillo,-12.056902229193625,-77.07408266892709,6,3.12,102,90.97,2,1,15,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,114608.34,1500
Jesús María,-12.093326962573185,-76.95682394130816,8,0.53,230,164.06,4,2,9,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,306852.39,1700
Lima (Cercado),-12.133394381071522,-76.90390417237188,4,4.18,63,53.82,1,1,30,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,47083.02,1300
San Isidro,-11.986438376417588,-77.00886634364728,9,2.48,158,155.94,4,2,13,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,474551.97,2600
